0.10000000E+01,0.10000000E+01,0.10000000E+01,0.10000000E+01,0.60686920E+03,0.35899625E+03,0.12868047E+04,0.22598232E+00,0.24691970E+01,0.44095641E+00
0.20000000E+01,0.20000000E+01,0.10000000E+01,0.10000000E+01,0.99682123E+03,0.10201516E+04,0.92982758E+02,0.66079694E+00,0.52351661E+01,0.44740689E+00
0.40000000E+01,0.40000000E+01,0.10000000E+01,0.10000000E+01,0.50558389E+03,0.64552780E+02,0.10908777E+04,0.58237612E+00,0.56043997E+01,0.46779519E+00
0.50000000E+01,0.50000000E+01,0.10000000E+01,0.10000000E+01,0.47612189E+03,0.93608069E+03,0.98186334E+03,0.19463688E+01,0.44900694E+01,0.45307103E+00
0.60000000E+01,0.60000000E+01,0.10000000E+01,0.10000000E+01,0.65162775E+03,0.82074469E+03,0.95218280E+03,0.14677529E+01,0.56972818E+01,0.43153423E+00
0.70000000E+01,0.70000000E+01,0.10000000E+01,0.10000000E+01,0.23498044E+03,0.12490341E+04,0.67809363E+03,0.34983623E+00,0.45319271E+01,0.48368895E+00
0.80000000E+01,0.80000000E+01,0.10000000E+01,0.10000000E+01,0.77279187E+03,0.79684973E+03,0.70965070E+03,0.26742785E+01,0.12207721E+01,0.42857501E+00
0.90000000E+01,0.90000000E+01,0.10000000E+01,0.10000000E+01,0.92443561E+03,0.68435602E+03,0.90779742E+03,0.93688095E+00,0.35139556E+01,0.41183662E+00
0.10000000E+02,0.10000000E+02,0.10000000E+01,0.10000000E+01,0.30951627E+03,0.19910860E+03,0.64912317E+03,0.72887403E+00,0.51633921E+01,0.50771087E+00
0.12000000E+02,0.12000000E+02,0.10000000E+01,0.10000000E+01,0.83773651E+03,0.10912175E+04,0.24008907E+03,0.15230650E+01,0.40677996E+01,0.45618266E+00
0.13000000E+02,0.13000000E+02,0.10000000E+01,0.10000000E+01,0.15853351E+03,0.13024438E+04,0.53513116E+03,0.11798429E+01,0.27509668E+01,0.47852269E+00
0.14000000E+02,0.14000000E+02,0.10000000E+01,0.10000000E+01,0.87410632E+03,0.41963547E+03,0.13292596E+03,0.16884421E+01,0.37382610E+01,0.46285367E+00
0.15000000E+02,0.15000000E+02,0.10000000E+01,0.10000000E+01,0.83310156E+01,0.10558233E+03,0.95802057E+03,0.30121830E+01,0.44436531E+01,0.49764538E+00
0.16000000E+02,0.16000000E+02,0.10000000E+01,0.10000000E+01,0.50558389E+03,0.64552780E+02,0.10908777E+04,0.87433666E+00,0.61192565E+01,0.47384951E+00
0.17000000E+02,0.17000000E+02,0.10000000E+01,0.10000000E+01,0.11851158E+03,0.11743098E+04,0.13046530E+04,0.11127509E+01,0.28553576E+01,0.40862241E+00
0.18000000E+02,0.18000000E+02,0.10000000E+01,0.10000000E+01,0.35056418E+03,0.16593481E+03,0.65283942E+03,0.75019908E+00,0.22732546E+01,0.50123894E+00
0.19000000E+02,0.19000000E+02,0.10000000E+01,0.10000000E+01,0.88024054E+03,0.12716613E+04,0.92989551E+03,0.13029398E+01,0.44367428E+01,0.41062683E+00
0.20000000E+02,0.20000000E+02,0.10000000E+01,0.10000000E+01,0.56778015E+03,0.13843182E+04,0.88793481E+03,0.17888938E+01,0.20628617E+01,0.44029158E+00
0.21000000E+02,0.21000000E+02,0.10000000E+01,0.10000000E+01,0.33558975E+02,0.45845963E+02,0.99210522E+03,0.28641694E+01,0.25240743E+01,0.45601720E+00
0.22000000E+02,0.22000000E+02,0.10000000E+01,0.10000000E+01,0.56177136E+03,0.36329242E+03,0.77709918E+03,0.22507796E+01,0.45540829E+01,0.41853184E+00
0.23000000E+02,0.23000000E+02,0.10000000E+01,0.10000000E+01,0.13785505E+04,0.91139154E+03,0.42992920E+03,0.17669216E+01,0.15404148E+01,0.44909066E+00
0.25000000E+02,0.25000000E+02,0.10000000E+01,0.10000000E+01,0.66430103E+03,0.33591324E+03,0.13839038E+04,0.17222435E+01,0.76760674E+00,0.40800804E+00
0.26000000E+02,0.26000000E+02,0.10000000E+01,0.10000000E+01,0.38091840E+03,0.85032410E+03,0.12213966E+04,0.39378881E-01,0.39831660E+01,0.41357979E+00
0.28000000E+02,0.28000000E+02,0.10000000E+01,0.10000000E+01,0.37484418E+03,0.11386195E+04,0.13863201E+04,0.15766231E+01,0.79433128E-01,0.45880178E+00
0.29000000E+02,0.15650000E+04,0.10000000E+01,0.10000000E+01,0.13785505E+04,0.91139154E+03,0.42992920E+03,0.12496219E+01,0.16818361E-01,0.45693243E+00
0.30000000E+02,0.30000000E+02,0.10000000E+01,0.10000000E+01,0.23144888E+03,0.13849794E+04,0.21976343E+03,0.16869154E+01,0.46942449E+01,0.48237830E+00
0.31000000E+02,0.31000000E+02,0.10000000E+01,0.10000000E+01,0.13661791E+04,0.24288397E+03,0.14189172E+03,0.16568518E+01,0.52499208E+01,0.48295885E+00
0.32000000E+02,0.32000000E+02,0.10000000E+01,0.10000000E+01,0.26229233E+03,0.12909570E+04,0.68228064E+03,0.16356003E+01,0.18172946E+01,0.45651841E+00
0.33000000E+02,0.33000000E+02,0.10000000E+01,0.10000000E+01,0.97547113E+03,0.54944812E+03,0.22610004E+02,0.55277658E+00,0.39144526E+01,0.42051256E+00
0.34000000E+02,0.34000000E+02,0.10000000E+01,0.10000000E+01,0.90748877E+03,0.68863519E+03,0.89867578E+03,0.11764499E+01,0.13199061E+01,0.43082944E+00
0.35000000E+02,0.15340000E+04,0.30000000E+01,0.30000000E+01,0.13033828E+04,0.63883823E+02,0.52792224E+03,0.24360511E+01,0.45690823E+01,0.33665526E+00
0.36000000E+02,0.36000000E+02,0.10000000E+01,0.10000000E+01,0.11443192E+04,0.45010830E+02,0.85622162E+03,0.24557769E+01,0.18755469E+01,0.42493567E+00
0.37000000E+02,0.37000000E+02,0.10000000E+01,0.10000000E+01,0.53189758E+03,0.34706198E+03,0.88323633E+03,0.15724632E+01,0.17542081E+01,0.46786427E+00
0.38000000E+02,0.38000000E+02,0.10000000E+01,0.10000000E+01,0.40388260E+03,0.10412045E+04,0.87376428E+03,0.16156785E+01,0.33078678E+01,0.42478907E+00
0.39000000E+02,0.39000000E+02,0.10000000E+01,0.10000000E+01,0.53189758E+03,0.34706198E+03,0.88323633E+03,0.30270810E+01,0.33508778E+00,0.44853827E+00
