0.10000000E+01,0.10000000E+01,0.10000000E+01,0.10000000E+01,0.55862439E+03,0.52205646E+03,0.12729944E+04,0.16165730E+01,0.15642909E+01,0.44095641E+00
0.20000000E+01,0.20000000E+01,0.10000000E+01,0.10000000E+01,0.10608838E+04,0.10549100E+04,0.10942695E+03,0.14574749E+01,0.12245511E+01,0.44740689E+00
0.40000000E+01,0.40000000E+01,0.10000000E+01,0.10000000E+01,0.50033356E+03,0.20089947E+02,0.10549070E+04,0.58237612E+00,0.56043997E+01,0.46779418E+00
0.50000000E+01,0.50000000E+01,0.10000000E+01,0.10000000E+01,0.49237598E+03,0.89884106E+03,0.98876025E+03,0.16394310E+01,0.25447369E-01,0.45307103E+00
0.60000000E+01,0.60000000E+01,0.10000000E+01,0.10000000E+01,0.65715393E+03,0.77812708E+03,0.95642853E+03,0.14677529E+01,0.56972818E+01,0.43152484E+00
0.70000000E+01,0.70000000E+01,0.10000000E+01,0.10000000E+01,0.23132082E+03,0.12183367E+04,0.71698792E+03,0.76108325E+00,0.12237779E+01,0.48368895E+00
0.80000000E+01,0.80000000E+01,0.10000000E+01,0.10000000E+01,0.75843787E+03,0.76759430E+03,0.71551752E+03,0.26742785E+01,0.12207721E+01,0.42857265E+00
0.90000000E+01,0.90000000E+01,0.10000000E+01,0.10000000E+01,0.91218726E+03,0.67414673E+03,0.91024133E+03,0.14182237E+01,0.53485088E+01,0.41183662E+00
0.10000000E+02,0.10000000E+02,0.10000000E+01,0.10000000E+01,0.24581415E+03,0.15995279E+03,0.62464697E+03,0.23886862E+01,0.42085619E+01,0.50771087E+00
0.12000000E+02,0.12000000E+02,0.10000000E+01,0.10000000E+01,0.87965662E+03,0.11258187E+04,0.24829724E+03,0.67251557E+00,0.56867719E+01,0.45618266E+00
0.13000000E+02,0.13000000E+02,0.10000000E+01,0.10000000E+01,0.17057828E+03,0.13054469E+04,0.54345898E+03,0.14979477E+01,0.42237716E+01,0.47852269E+00
0.14000000E+02,0.14000000E+02,0.10000000E+01,0.10000000E+01,0.87110547E+03,0.45359616E+03,0.52876930E+02,0.25582283E+01,0.27910237E+01,0.46285367E+00
0.15000000E+02,0.15000000E+02,0.10000000E+01,0.10000000E+01,0.13968107E+04,0.10031873E+03,0.96283600E+03,0.15529499E+01,0.62481256E+01,0.49764538E+00
0.16000000E+02,0.16000000E+02,0.10000000E+01,0.10000000E+01,0.50033356E+03,0.20089947E+02,0.10549070E+04,0.87433666E+00,0.61192565E+01,0.47384852E+00
0.17000000E+02,0.17000000E+02,0.10000000E+01,0.10000000E+01,0.10004944E+03,0.11977836E+04,0.13165752E+04,0.95223272E+00,0.59399524E+01,0.40862241E+00
0.18000000E+02,0.18000000E+02,0.10000000E+01,0.10000000E+01,0.31765619E+03,0.95444206E+02,0.60703577E+03,0.15202292E+01,0.20684278E+01,0.50123894E+00
0.19000000E+02,0.19000000E+02,0.10000000E+01,0.10000000E+01,0.87401514E+03,0.12898821E+04,0.81976288E+03,0.18245771E+01,0.37987852E+01,0.41062683E+00
0.20000000E+02,0.20000000E+02,0.10000000E+01,0.10000000E+01,0.54687445E+03,0.96271238E+01,0.88458478E+03,0.21227215E+00,0.47745247E+01,0.44029158E+00
0.21000000E+02,0.21000000E+02,0.10000000E+01,0.10000000E+01,0.15770222E+02,0.15241016E+02,0.98175659E+03,0.29346770E+00,0.15590575E+01,0.45601720E+00
0.22000000E+02,0.22000000E+02,0.10000000E+01,0.10000000E+01,0.51142648E+03,0.33658160E+03,0.76797247E+03,0.18836353E+01,0.42020273E+01,0.41853184E+00
0.23000000E+02,0.23000000E+02,0.10000000E+01,0.10000000E+01,0.13898967E+04,0.92823981E+03,0.48918307E+03,0.17669216E+01,0.15404148E+01,0.44907987E+00
0.25000000E+02,0.25000000E+02,0.10000000E+01,0.10000000E+01,0.65323279E+03,0.34366800E+03,0.13588074E+04,0.17541530E+01,0.61522228E+00,0.40800804E+00
