0.10000000E+01,0.10000000E+01,0.10000000E+01,0.10000000E+01,0.50974976E+03,0.69610291E+03,0.11746208E+04,0.18895512E+01,0.26928773E+01,0.44095641E+00
0.20000000E+01,0.20000000E+01,0.10000000E+01,0.10000000E+01,0.12727932E+04,0.13023132E+04,0.13318538E+03,0.21958711E+01,0.45543046E+01,0.44740689E+00
0.40000000E+01,0.40000000E+01,0.10000000E+01,0.10000000E+01,0.51791602E+03,0.12109194E+04,0.94415753E+03,0.58237612E+00,0.56043997E+01,0.46779022E+00
0.50000000E+01,0.50000000E+01,0.10000000E+01,0.10000000E+01,0.46196878E+03,0.62444318E+03,0.99088879E+03,0.25346208E+01,0.39853699E+01,0.45307103E+00
0.60000000E+01,0.60000000E+01,0.10000000E+01,0.10000000E+01,0.62006537E+03,0.60980804E+03,0.97839838E+03,0.14677529E+01,0.56972818E+01,0.43148890E+00
0.70000000E+01,0.70000000E+01,0.10000000E+01,0.10000000E+01,0.23738591E+03,0.10617988E+04,0.77326324E+03,0.30245528E+01,0.19054091E+01,0.48368895E+00
0.80000000E+01,0.80000000E+01,0.10000000E+01,0.10000000E+01,0.64524451E+03,0.62168127E+03,0.74407373E+03,0.26742785E+01,0.12207721E+01,0.42856315E+00
0.90000000E+01,0.90000000E+01,0.10000000E+01,0.10000000E+01,0.83334045E+03,0.58000421E+03,0.89147211E+03,0.24138227E+01,0.22268922E+01,0.41183662E+00
0.10000000E+02,0.10000000E+02,0.10000000E+01,0.10000000E+01,0.17900967E+03,0.13828328E+04,0.58081464E+03,0.20522130E+01,0.13801514E+01,0.50771087E+00
0.12000000E+02,0.12000000E+02,0.10000000E+01,0.10000000E+01,0.10582332E+04,0.13049497E+04,0.12248296E+03,0.18009373E+01,0.44903951E+01,0.45618266E+00
0.13000000E+02,0.13000000E+02,0.10000000E+01,0.10000000E+01,0.13339595E+03,0.12446259E+04,0.53781567E+03,0.15589228E+01,0.40101027E+01,0.47852269E+00
0.14000000E+02,0.14000000E+02,0.10000000E+01,0.10000000E+01,0.85797943E+03,0.65593933E+03,0.13723271E+04,0.14917627E+00,0.61771760E+01,0.46285367E+00
0.15000000E+02,0.15000000E+02,0.10000000E+01,0.10000000E+01,0.13247102E+04,0.63813866E+02,0.93045947E+03,0.18491074E+01,0.44058900E+01,0.49764538E+00
0.16000000E+02,0.16000000E+02,0.10000000E+01,0.10000000E+01,0.51791602E+03,0.12109194E+04,0.94415753E+03,0.87433666E+00,0.61192565E+01,0.47384465E+00
